timeTag,wId,devId,locId,deepId,runTimes,devStatus,dataName1,devSpeed,dataUnit1,dataName2,devDeep,dataUnit2,dataName3,dataTemp,dataUnit3,dataName4,dataConv,dataUnit4,dataName5,dataP,dataUnit5,dataName6,dataSal,dataUnit6,dataName7,dataSV,dataUnit7,dataName8,dataPH,dataUnit8,dataName9,dataZ,dataUnit9,dataName10,dataY,dataUnit10,iatitude,longitude,shipSpeed,oceanDeep
2020-09-14T13:38:17.537Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,4.68308,米,仪器速度,3.1,米/秒,温度,21.017,℃,电导率,0.489,S/m,压力,4.709,bar,盐度,0.9613,psu,声速,1483.12,m/s,PH值,39.5942,,浊度,0,ug/l,叶绿素,6.6728,ug/l,,,,
2020-09-14T13:38:17.580Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,4.77258,米,仪器速度,2.08,米/秒,温度,20.881,℃,电导率,0.619,S/m,压力,4.799,bar,盐度,0.6163,psu,声速,1486.98,m/s,PH值,9.14905,,浊度,0,ug/l,叶绿素,5.3124,ug/l,,,,
2020-09-14T13:38:17.621Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,4.85711,米,仪器速度,2.06,米/秒,温度,20.937,℃,电导率,0.829,S/m,压力,4.884,bar,盐度,0.4793,psu,声速,1484.37,m/s,PH值,66.03,,浊度,0,ug/l,叶绿素,1.7708,ug/l,,,,
2020-09-14T13:38:17.664Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,4.95358,米,仪器速度,2.24,米/秒,温度,21.043,℃,电导率,0.709,S/m,压力,4.981,bar,盐度,0.3823,psu,声速,1482.16,m/s,PH值,42.6414,,浊度,0,ug/l,叶绿素,3.838,ug/l,,,,
2020-09-14T13:38:17.705Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.06695,米,仪器速度,2.77,米/秒,温度,20.846,℃,电导率,0.949,S/m,压力,5.095,bar,盐度,0.7613,psu,声速,1483.05,m/s,PH值,-2.09627,,浊度,0,ug/l,叶绿素,7.0452,ug/l,,,,
2020-09-14T13:38:17.747Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.14551,米,仪器速度,1.87,米/秒,温度,20.581,℃,电导率,0.849,S/m,压力,5.174,bar,盐度,0.2783,psu,声速,1478.92,m/s,PH值,16.0222,,浊度,0,ug/l,叶绿素,7.1288,ug/l,,,,
2020-09-14T13:38:17.789Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.27877,米,仪器速度,3.17,米/秒,温度,20.302,℃,电导率,0.869,S/m,压力,5.308,bar,盐度,1.0523,psu,声速,1483.75,m/s,PH值,7.95584,,浊度,0,ug/l,叶绿素,2.2648,ug/l,,,,
2020-09-14T13:38:17.831Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.39115,米,仪器速度,2.68,米/秒,温度,20.706,℃,电导率,0.279,S/m,压力,5.421,bar,盐度,0.6713,psu,声速,1477.35,m/s,PH值,34.8272,,浊度,0,ug/l,叶绿素,1.5656,ug/l,,,,
2020-09-14T13:38:17.874Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.49855,米,仪器速度,2.5,米/秒,温度,20.778,℃,电导率,0.429,S/m,压力,5.529,bar,盐度,0.6743,psu,声速,1479.97,m/s,PH值,6.65735,,浊度,0,ug/l,叶绿素,7.144,ug/l,,,,
2020-09-14T13:38:17.915Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.60496,米,仪器速度,2.6,米/秒,温度,21.09,℃,电导率,0.949,S/m,压力,5.636,bar,盐度,1.0323,psu,声速,1483.11,m/s,PH值,52.3499,,浊度,0,ug/l,叶绿素,4.3928,ug/l,,,,
2020-09-14T13:38:17.958Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.68452,米,仪器速度,1.85,米/秒,温度,20.734,℃,电导率,0.449,S/m,压力,5.716,bar,盐度,0.1423,psu,声速,1482.79,m/s,PH值,67.2835,,浊度,0,ug/l,叶绿素,2.2648,ug/l,,,,
2020-09-14T13:38:17.999Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.79789,米,仪器速度,2.77,米/秒,温度,21.073,℃,电导率,0.399,S/m,压力,5.83,bar,盐度,0.7693,psu,声速,1477.59,m/s,PH值,15.1235,,浊度,0,ug/l,叶绿素,3.2832,ug/l,,,,
2020-09-14T13:38:18.041Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,5.90927,米,仪器速度,2.65,米/秒,温度,20.62,℃,电导率,0.489,S/m,压力,5.942,bar,盐度,0.8653,psu,声速,1477.61,m/s,PH值,18.9441,,浊度,0,ug/l,叶绿素,2.356,ug/l,,,,
2020-09-14T13:38:18.083Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.02065,米,仪器速度,2.65,米/秒,温度,20.711,℃,电导率,0.989,S/m,压力,6.054,bar,盐度,0.3723,psu,声速,1479.14,m/s,PH值,-2.03101,,浊度,0,ug/l,叶绿素,1.0412,ug/l,,,,
2020-09-14T13:38:18.125Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.09524,米,仪器速度,1.78,米/秒,温度,20.374,℃,电导率,0.179,S/m,压力,6.129,bar,盐度,0.7823,psu,声速,1486,m/s,PH值,9.4954,,浊度,0,ug/l,叶绿素,1.8088,ug/l,,,,
2020-09-14T13:38:18.167Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.18971,米,仪器速度,2.25,米/秒,温度,20.492,℃,电导率,1.129,S/m,压力,6.224,bar,盐度,0.7963,psu,声速,1484.73,m/s,PH值,8.81544,,浊度,0,ug/l,叶绿素,0.836,ug/l,,,,
2020-09-14T13:38:18.209Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.26032,米,仪器速度,1.68,米/秒,温度,20.85,℃,电导率,0.979,S/m,压力,6.295,bar,盐度,0.9213,psu,声速,1484.45,m/s,PH值,72.2836,,浊度,0,ug/l,叶绿素,5.2136,ug/l,,,,
2020-09-14T13:38:18.251Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.34088,米,仪器速度,1.92,米/秒,温度,20.431,℃,电导率,0.419,S/m,压力,6.376,bar,盐度,0.8333,psu,声速,1480.37,m/s,PH值,3.0125,,浊度,0,ug/l,叶绿素,3.8152,ug/l,,,,
2020-09-14T13:38:18.293Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.46717,米,仪器速度,3.01,米/秒,温度,20.856,℃,电导率,0.799,S/m,压力,6.503,bar,盐度,0.3923,psu,声速,1481.76,m/s,PH值,7.38635,,浊度,0,ug/l,叶绿素,0.3952,ug/l,,,,
2020-09-14T13:38:18.335Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.60043,米,仪器速度,3.17,米/秒,温度,21.075,℃,电导率,0.629,S/m,压力,6.637,bar,盐度,0.9443,psu,声速,1477.38,m/s,PH值,61.1321,,浊度,0,ug/l,叶绿素,1.1628,ug/l,,,,
2020-09-14T13:38:18.377Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.70983,米,仪器速度,2.6,米/秒,温度,20.513,℃,电导率,0.989,S/m,压力,6.747,bar,盐度,0.5253,psu,声速,1486.99,m/s,PH值,0.167761,,浊度,0,ug/l,叶绿素,5.2668,ug/l,,,,
2020-09-14T13:38:18.420Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.78441,米,仪器速度,1.73,米/秒,温度,21.157,℃,电导率,0.429,S/m,压力,6.822,bar,盐度,0.2663,psu,声速,1481.12,m/s,PH值,0.483903,,浊度,0,ug/l,叶绿素,0.836,ug/l,,,,
2020-09-14T13:38:18.463Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.858,米,仪器速度,1.71,米/秒,温度,20.782,℃,电导率,0.639,S/m,压力,6.896,bar,盐度,0.3513,psu,声速,1481.52,m/s,PH值,21.4597,,浊度,0,ug/l,叶绿素,6.3156,ug/l,,,,
2020-09-14T13:38:18.505Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,6.93955,米,仪器速度,1.94,米/秒,温度,21.03,℃,电导率,0.589,S/m,压力,6.978,bar,盐度,0.5423,psu,声速,1477.1,m/s,PH值,24.271,,浊度,0,ug/l,叶绿素,6.9844,ug/l,,,,
2020-09-14T13:38:18.548Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.01314,米,仪器速度,1.71,米/秒,温度,20.91,℃,电导率,0.769,S/m,压力,7.052,bar,盐度,0.6613,psu,声速,1485.31,m/s,PH值,4.48698,,浊度,0,ug/l,叶绿素,2.8956,ug/l,,,,
2020-09-14T13:38:18.589Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.12551,米,仪器速度,2.74,米/秒,温度,20.641,℃,电导率,0.509,S/m,压力,7.165,bar,盐度,1.0293,psu,声速,1484.06,m/s,PH值,15.4173,,浊度,0,ug/l,叶绿素,7.2504,ug/l,,,,
2020-09-14T13:38:18.631Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.24684,米,仪器速度,2.89,米/秒,温度,21.263,℃,电导率,0.699,S/m,压力,7.287,bar,盐度,0.8233,psu,声速,1486.29,m/s,PH值,63.6253,,浊度,0,ug/l,叶绿素,1.2236,ug/l,,,,
2020-09-14T13:38:18.673Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.35922,米,仪器速度,2.68,米/秒,温度,21.127,℃,电导率,1.029,S/m,压力,7.4,bar,盐度,0.7273,psu,声速,1485.49,m/s,PH值,0.398693,,浊度,0,ug/l,叶绿素,2.888,ug/l,,,,
2020-09-14T13:38:18.715Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.44573,米,仪器速度,2.06,米/秒,温度,21.139,℃,电导率,0.249,S/m,压力,7.487,bar,盐度,0.1753,psu,声速,1477.39,m/s,PH值,76.6762,,浊度,0,ug/l,叶绿素,0.2812,ug/l,,,,
2020-09-14T13:38:18.757Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.58198,米,仪器速度,3.24,米/秒,温度,20.682,℃,电导率,0.799,S/m,压力,7.624,bar,盐度,0.1103,psu,声速,1477.66,m/s,PH值,21.3698,,浊度,0,ug/l,叶绿素,6.8248,ug/l,,,,
2020-09-14T13:38:18.799Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.66153,米,仪器速度,1.89,米/秒,温度,21.14,℃,电导率,0.679,S/m,压力,7.704,bar,盐度,0.1443,psu,声速,1477.37,m/s,PH值,43.5884,,浊度,0,ug/l,叶绿素,4.6512,ug/l,,,,
2020-09-14T13:38:18.841Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.76993,米,仪器速度,2.58,米/秒,温度,21.014,℃,电导率,0.859,S/m,压力,7.813,bar,盐度,0.7223,psu,声速,1485.12,m/s,PH值,65.7992,,浊度,0,ug/l,叶绿素,-0.304,ug/l,,,,
2020-09-14T13:38:18.883Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.84651,米,仪器速度,1.82,米/秒,温度,20.591,℃,电导率,0.649,S/m,压力,7.89,bar,盐度,0.0683,psu,声速,1484.98,m/s,PH值,48.9761,,浊度,0,ug/l,叶绿素,7.03,ug/l,,,,
2020-09-14T13:38:18.925Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,7.97976,米,仪器速度,3.17,米/秒,温度,21.218,℃,电导率,0.399,S/m,压力,8.024,bar,盐度,0.6363,psu,声速,1486.54,m/s,PH值,19.4724,,浊度,0,ug/l,叶绿素,2.1584,ug/l,,,,
2020-09-14T13:38:18.968Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.08319,米,仪器速度,2.41,米/秒,温度,20.964,℃,电导率,1.089,S/m,压力,8.128,bar,盐度,0.3983,psu,声速,1481.02,m/s,PH值,32.9734,,浊度,0,ug/l,叶绿素,4.218,ug/l,,,,
2020-09-14T13:38:19.010Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.18264,米,仪器速度,2.37,米/秒,温度,21.01,℃,电导率,0.389,S/m,压力,8.228,bar,盐度,0.6413,psu,声速,1477.28,m/s,PH值,37.3644,,浊度,0,ug/l,叶绿素,1.5276,ug/l,,,,
2020-09-14T13:38:19.052Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.27313,米,仪器速度,2.15,米/秒,温度,21.202,℃,电导率,0.939,S/m,压力,8.319,bar,盐度,0.4633,psu,声速,1479.34,m/s,PH值,60.8114,,浊度,0,ug/l,叶绿素,6.6576,ug/l,,,,
2020-09-14T13:38:19.094Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.36462,米,仪器速度,2.18,米/秒,温度,20.747,℃,电导率,0.979,S/m,压力,8.411,bar,盐度,0.1223,psu,声速,1481.59,m/s,PH值,16.0984,,浊度,0,ug/l,叶绿素,3.7164,ug/l,,,,
2020-09-14T13:38:19.137Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.47302,米,仪器速度,2.52,米/秒,温度,21.184,℃,电导率,0.689,S/m,压力,8.52,bar,盐度,0.3883,psu,声速,1480.72,m/s,PH值,57.6008,,浊度,0,ug/l,叶绿素,0.9196,ug/l,,,,
2020-09-14T13:38:19.177Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.56153,米,仪器速度,2.21,米/秒,温度,20.813,℃,电导率,0.189,S/m,压力,8.609,bar,盐度,0.6043,psu,声速,1486.98,m/s,PH值,38.2458,,浊度,0,ug/l,叶绿素,1.9,ug/l,,,,
2020-09-14T13:38:19.220Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.67191,米,仪器速度,2.57,米/秒,温度,20.594,℃,电导率,0.949,S/m,压力,8.72,bar,盐度,0.8023,psu,声速,1486.64,m/s,PH值,66.9738,,浊度,0,ug/l,叶绿素,2.7588,ug/l,,,,
2020-09-14T13:38:19.261Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.80915,米,仪器速度,3.35,米/秒,温度,20.825,℃,电导率,1.049,S/m,压力,8.858,bar,盐度,0.9143,psu,声速,1486.05,m/s,PH值,17.2938,,浊度,0,ug/l,叶绿素,4.598,ug/l,,,,
2020-09-14T13:38:19.303Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,8.9434,米,仪器速度,3.2,米/秒,温度,20.625,℃,电导率,0.469,S/m,压力,8.993,bar,盐度,0.0793,psu,声速,1486.13,m/s,PH值,42.0383,,浊度,0,ug/l,叶绿素,3.6936,ug/l,,,,
2020-09-14T13:38:19.346Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.015,米,仪器速度,1.67,米/秒,温度,20.71,℃,电导率,0.399,S/m,压力,9.065,bar,盐度,0.5873,psu,声速,1483.29,m/s,PH值,26.9592,,浊度,0,ug/l,叶绿素,4.1268,ug/l,,,,
2020-09-14T13:38:19.387Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.11744,米,仪器速度,2.5,米/秒,温度,20.628,℃,电导率,0.659,S/m,压力,9.168,bar,盐度,0.6953,psu,声速,1478.43,m/s,PH值,57.6342,,浊度,0,ug/l,叶绿素,6.5588,ug/l,,,,
2020-09-14T13:38:19.429Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.20395,米,仪器速度,2.06,米/秒,温度,20.646,℃,电导率,0.619,S/m,压力,9.255,bar,盐度,0.4763,psu,声速,1486.44,m/s,PH值,5.1,,浊度,0,ug/l,叶绿素,6.1864,ug/l,,,,
2020-09-14T13:38:19.471Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.3392,米,仪器速度,3.22,米/秒,温度,20.961,℃,电导率,0.639,S/m,压力,9.391,bar,盐度,0.6603,psu,声速,1480.76,m/s,PH值,66.43,,浊度,0,ug/l,叶绿素,2.66,ug/l,,,,
2020-09-14T13:38:19.513Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.44362,米,仪器速度,2.49,米/秒,温度,20.691,℃,电导率,1.139,S/m,压力,9.496,bar,盐度,0.5613,psu,声速,1479.76,m/s,PH值,27.0147,,浊度,0,ug/l,叶绿素,7.068,ug/l,,,,
2020-09-14T13:38:19.555Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.53809,米,仪器速度,2.25,米/秒,温度,20.631,℃,电导率,1.049,S/m,压力,9.591,bar,盐度,0.1113,psu,声速,1479.11,m/s,PH值,47.2827,,浊度,0,ug/l,叶绿素,1.0108,ug/l,,,,
2020-09-14T13:38:19.597Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.63356,米,仪器速度,2.27,米/秒,温度,21.115,℃,电导率,0.999,S/m,压力,9.687,bar,盐度,0.1973,psu,声速,1482.41,m/s,PH值,50.8708,,浊度,0,ug/l,叶绿素,6.498,ug/l,,,,
2020-09-14T13:38:19.640Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.71212,米,仪器速度,1.83,米/秒,温度,20.758,℃,电导率,0.229,S/m,压力,9.766,bar,盐度,0.4803,psu,声速,1481.41,m/s,PH值,61.1671,,浊度,0,ug/l,叶绿素,2.4092,ug/l,,,,
2020-09-14T13:38:19.683Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.83941,米,仪器速度,2.96,米/秒,温度,20.96,℃,电导率,0.309,S/m,压力,9.894,bar,盐度,0.7523,psu,声速,1480.23,m/s,PH值,74.8366,,浊度,0,ug/l,叶绿素,4.5144,ug/l,,,,
2020-09-14T13:38:19.725Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,9.92593,米,仪器速度,2.06,米/秒,温度,20.414,℃,电导率,0.329,S/m,压力,9.981,bar,盐度,0.7053,psu,声速,1478.38,m/s,PH值,9.26104,,浊度,0,ug/l,叶绿素,-0.1672,ug/l,,,,
2020-09-14T13:38:19.768Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.0095,米,仪器速度,1.94,米/秒,温度,20.358,℃,电导率,0.589,S/m,压力,10.065,bar,盐度,1.0273,psu,声速,1484.89,m/s,PH值,17.0419,,浊度,0,ug/l,叶绿素,5.1908,ug/l,,,,
2020-09-14T13:38:19.811Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.1368,米,仪器速度,2.96,米/秒,温度,20.365,℃,电导率,0.339,S/m,压力,10.193,bar,盐度,1.0303,psu,声速,1485.48,m/s,PH值,26.4157,,浊度,0,ug/l,叶绿素,2.0444,ug/l,,,,
2020-09-14T13:38:19.853Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.272,米,仪器速度,3.22,米/秒,温度,21.07,℃,电导率,1.109,S/m,压力,10.329,bar,盐度,0.2993,psu,声速,1484.94,m/s,PH值,12.707,,浊度,0,ug/l,叶绿素,5.396,ug/l,,,,
2020-09-14T13:38:19.895Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.4053,米,仪器速度,3.17,米/秒,温度,20.427,℃,电导率,0.249,S/m,压力,10.463,bar,盐度,0.3033,psu,声速,1480.55,m/s,PH值,-2.04013,,浊度,0,ug/l,叶绿素,1.4592,ug/l,,,,
2020-09-14T13:38:19.937Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.5335,米,仪器速度,3.05,米/秒,温度,20.82,℃,电导率,0.259,S/m,压力,10.592,bar,盐度,0.5093,psu,声速,1478.67,m/s,PH值,55.4023,,浊度,0,ug/l,叶绿素,0.0532,ug/l,,,,
2020-09-14T13:38:19.979Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.6061,米,仪器速度,1.73,米/秒,温度,20.713,℃,电导率,0.819,S/m,压力,10.665,bar,盐度,1.0573,psu,声速,1482.49,m/s,PH值,47.7175,,浊度,0,ug/l,叶绿素,4.3624,ug/l,,,,
2020-09-14T13:38:20.021Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.7364,米,仪器速度,3.1,米/秒,温度,20.476,℃,电导率,0.209,S/m,压力,10.796,bar,盐度,0.9213,psu,声速,1483.03,m/s,PH值,-0.829766,,浊度,0,ug/l,叶绿素,4.4612,ug/l,,,,
2020-09-14T13:38:20.064Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.8528,米,仪器速度,2.71,米/秒,温度,21.22,℃,电导率,0.589,S/m,压力,10.913,bar,盐度,0.1843,psu,声速,1480.44,m/s,PH值,72.387,,浊度,0,ug/l,叶绿素,-0.1824,ug/l,,,,
2020-09-14T13:38:20.105Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,10.983,米,仪器速度,3.18,米/秒,温度,20.722,℃,电导率,0.839,S/m,压力,11.044,bar,盐度,0.6243,psu,声速,1480.56,m/s,PH值,64.774,,浊度,0,ug/l,叶绿素,-0.0304,ug/l,,,,
2020-09-14T13:38:20.147Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.0835,米,仪器速度,2.39,米/秒,温度,20.884,℃,电导率,1.079,S/m,压力,11.145,bar,盐度,0.4403,psu,声速,1480.04,m/s,PH值,45.1516,,浊度,0,ug/l,叶绿素,2.6676,ug/l,,,,
2020-09-14T13:38:20.190Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.1998,米,仪器速度,2.71,米/秒,温度,20.968,℃,电导率,0.899,S/m,压力,11.262,bar,盐度,0.6083,psu,声速,1481.23,m/s,PH值,49.86,,浊度,0,ug/l,叶绿素,4.2332,ug/l,,,,
2020-09-14T13:38:20.232Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.3202,米,仪器速度,2.86,米/秒,温度,21.135,℃,电导率,0.789,S/m,压力,11.383,bar,盐度,0.2263,psu,声速,1477.38,m/s,PH值,41.4893,,浊度,0,ug/l,叶绿素,1.4592,ug/l,,,,
2020-09-14T13:38:20.275Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.4385,米,仪器速度,2.75,米/秒,温度,20.454,℃,电导率,1.009,S/m,压力,11.502,bar,盐度,0.2463,psu,声速,1486.63,m/s,PH值,8.86306,,浊度,0,ug/l,叶绿素,5.9964,ug/l,,,,
2020-09-14T13:38:20.318Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.5678,米,仪器速度,3.01,米/秒,温度,20.61,℃,电导率,0.169,S/m,压力,11.632,bar,盐度,0.8663,psu,声速,1485.06,m/s,PH值,56.1086,,浊度,0,ug/l,叶绿素,4.0508,ug/l,,,,
2020-09-14T13:38:20.359Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.6921,米,仪器速度,3.03,米/秒,温度,20.555,℃,电导率,0.249,S/m,压力,11.757,bar,盐度,0.7943,psu,声速,1478.36,m/s,PH值,66.3901,,浊度,0,ug/l,叶绿素,1.1932,ug/l,,,,
2020-09-14T13:38:20.401Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.7925,米,仪器速度,2.39,米/秒,温度,20.503,℃,电导率,0.749,S/m,压力,11.858,bar,盐度,0.7433,psu,声速,1479.36,m/s,PH值,37.6607,,浊度,0,ug/l,叶绿素,-0.2052,ug/l,,,,
2020-09-14T13:38:20.443Z,MVP4000,MFish-8,GPS,KX,1,1,仪器深度,11.9238,米,仪器速度,3.13,米/秒,温度,20.71,℃,电导率,0.479,S/m,压力,11.99,bar,盐度,0.1993,psu,声速,1479.3,m/s,PH值,29.7846,,浊度,0,ug/l,叶绿素,3.9368,ug/l,,,,
